# m h(m) T/T_c 
3.170000 5.488101 0.990000
3.180000 5.529068 0.990000
3.190000 5.569797 0.990000
3.200000 5.610169 0.990000
3.210000 5.650242 0.990000
3.220000 5.690018 0.990000
3.230000 5.729556 0.990000
3.240000 5.768796 0.990000
3.250000 5.807858 0.990000
3.260000 5.846622 0.990000
3.270000 5.885147 0.990000
3.280000 5.923494 0.990000
3.290000 5.961663 0.990000
3.300000 5.999593 0.990000
3.310000 6.037344 0.990000
3.320000 6.074858 0.990000
3.330000 6.112252 0.990000
3.340000 6.149467 0.990000
3.350000 6.186504 0.990000
3.360000 6.223363 0.990000
3.370000 6.260102 0.990000
3.380000 6.296663 0.990000
3.390000 6.333104 0.990000
3.400000 6.369367 0.990000
3.410000 6.405511 0.990000
3.420000 6.441536 0.990000
3.430000 6.477441 0.990000
3.440000 6.513228 0.990000
3.450000 6.548895 0.990000
3.460000 6.584384 0.990000
3.470000 6.619813 0.990000
3.480000 6.655123 0.990000
3.490000 6.690374 0.990000
3.500000 6.725446 0.990000
3.510000 6.760458 0.990000
3.520000 6.795352 0.990000
3.530000 6.830186 0.990000
3.540000 6.864900 0.990000
3.550000 6.899556 0.990000
3.560000 6.934092 0.990000
3.570000 6.968568 0.990000
3.580000 7.002926 0.990000
3.590000 7.037224 0.990000
3.600000 7.071402 0.990000
3.610000 7.105581 0.990000
3.620000 7.139641 0.990000
3.630000 7.173582 0.990000
3.640000 7.207522 0.990000
3.650000 7.241344 0.990000
3.660000 7.275165 0.990000
3.670000 7.308868 0.990000
3.680000 7.342511 0.990000
3.690000 7.376094 0.990000
3.700000 7.409618 0.990000
3.710000 7.443023 0.990000
3.720000 7.476427 0.990000
3.730000 7.509773 0.990000
3.740000 7.543058 0.990000
3.750000 7.576284 0.990000
3.760000 7.609451 0.990000
3.770000 7.642558 0.990000
3.780000 7.675605 0.990000
3.790000 7.708653 0.990000
3.800000 7.741581 0.990000
3.810000 7.774509 0.990000
3.820000 7.807378 0.990000
3.830000 7.840188 0.990000
3.840000 7.872937 0.990000
3.850000 7.905687 0.990000
3.860000 7.938318 0.990000
3.870000 7.970948 0.990000
3.880000 8.003579 0.990000
3.890000 8.036091 0.990000
3.900000 8.068602 0.990000
3.910000 8.101054 0.990000
3.920000 8.133506 0.990000
3.930000 8.165839 0.990000
3.940000 8.198232 0.990000
3.950000 8.230505 0.990000
3.960000 8.262778 0.990000
3.970000 8.294992 0.990000
3.980000 8.327206 0.990000
3.990000 8.359360 0.990000
4.000000 8.391455 0.990000
# m h(m) T/T_c 
0.010000 1.026872 1.010000
0.020000 1.049857 1.010000
0.030000 1.070042 1.010000
0.040000 1.088204 1.010000
0.050000 1.104698 1.010000
0.060000 1.119882 1.010000
0.070000 1.133934 1.010000
0.080000 1.147094 1.010000
0.090000 1.159479 1.010000
0.100000 1.171150 1.010000
0.110000 1.182225 1.010000
0.120000 1.192765 1.010000
0.130000 1.202828 1.010000
0.140000 1.212474 1.010000
0.150000 1.221763 1.010000
0.160000 1.230695 1.010000
0.170000 1.239269 1.010000
0.180000 1.247546 1.010000
0.190000 1.255585 1.010000
0.200000 1.263385 1.010000
0.210000 1.270947 1.010000
0.220000 1.278271 1.010000
0.230000 1.285417 1.010000
0.240000 1.292383 1.010000
0.250000 1.299231 1.010000
0.260000 1.305841 1.010000
0.270000 1.312331 1.010000
0.280000 1.318643 1.010000
0.290000 1.324835 1.010000
0.300000 1.330909 1.010000
0.310000 1.336863 1.010000
0.320000 1.342699 1.010000
0.330000 1.348415 1.010000
0.340000 1.354072 1.010000
0.350000 1.359610 1.010000
0.360000 1.365028 1.010000
0.370000 1.370387 1.010000
0.380000 1.375627 1.010000
0.390000 1.380808 1.010000
0.400000 1.385929 1.010000
0.410000 1.390930 1.010000
0.420000 1.395873 1.010000
0.430000 1.400755 1.010000
0.440000 1.405578 1.010000
0.450000 1.410342 1.010000
0.460000 1.415046 1.010000
0.470000 1.419691 1.010000
0.480000 1.424275 1.010000
0.490000 1.428801 1.010000
0.500000 1.433326 1.010000
0.510000 1.437733 1.010000
0.520000 1.442139 1.010000
0.530000 1.446486 1.010000
0.540000 1.450773 1.010000
0.550000 1.455001 1.010000
0.560000 1.459228 1.010000
0.570000 1.463397 1.010000
0.580000 1.467505 1.010000
0.590000 1.471614 1.010000
0.600000 1.475722 1.010000
0.610000 1.479712 1.010000
0.620000 1.483701 1.010000
0.630000 1.487691 1.010000
0.640000 1.491621 1.010000
0.650000 1.495491 1.010000
0.660000 1.499362 1.010000
0.670000 1.503232 1.010000
0.680000 1.507043 1.010000
0.690000 1.510854 1.010000
0.700000 1.514605 1.010000
0.710000 1.518357 1.010000
0.720000 1.522048 1.010000
0.730000 1.525740 1.010000
0.740000 1.529432 1.010000
0.750000 1.533064 1.010000
0.760000 1.536696 1.010000
0.770000 1.540269 1.010000
0.780000 1.543901 1.010000
0.790000 1.547474 1.010000
0.800000 1.550987 1.010000
0.810000 1.554560 1.010000
0.820000 1.558073 1.010000
0.830000 1.561527 1.010000
0.840000 1.565040 1.010000
0.850000 1.568493 1.010000
0.860000 1.571947 1.010000
0.870000 1.575401 1.010000
0.880000 1.578854 1.010000
0.890000 1.582248 1.010000
0.900000 1.585642 1.010000
0.910000 1.589036 1.010000
0.920000 1.592431 1.010000
0.930000 1.595765 1.010000
0.940000 1.599100 1.010000
0.950000 1.602434 1.010000
0.960000 1.605769 1.010000
0.970000 1.609103 1.010000
0.980000 1.612438 1.010000
0.990000 1.615713 1.010000
1.000000 1.619047 1.010000
1.010000 1.622322 1.010000
1.020000 1.625597 1.010000
1.030000 1.628872 1.010000
1.040000 1.632147 1.010000
1.050000 1.635422 1.010000
1.060000 1.638637 1.010000
1.070000 1.641912 1.010000
1.080000 1.645128 1.010000
1.090000 1.648343 1.010000
1.100000 1.651618 1.010000
1.110000 1.654834 1.010000
1.120000 1.658049 1.010000
1.130000 1.661265 1.010000
1.140000 1.664480 1.010000
1.150000 1.667695 1.010000
1.160000 1.670911 1.010000
1.170000 1.674126 1.010000
1.180000 1.677342 1.010000
1.190000 1.680498 1.010000
1.200000 1.683713 1.010000
1.210000 1.686928 1.010000
1.220000 1.690144 1.010000
1.230000 1.693300 1.010000
1.240000 1.696515 1.010000
1.250000 1.699731 1.010000
1.260000 1.702946 1.010000
1.270000 1.706102 1.010000
1.280000 1.709317 1.010000
1.290000 1.712533 1.010000
1.300000 1.715748 1.010000
1.310000 1.718904 1.010000
1.320000 1.722119 1.010000
1.330000 1.725335 1.010000
1.340000 1.728550 1.010000
1.350000 1.731766 1.010000
1.360000 1.734981 1.010000
1.370000 1.738256 1.010000
1.380000 1.741472 1.010000
1.390000 1.744687 1.010000
1.400000 1.747902 1.010000
1.410000 1.751177 1.010000
1.420000 1.754452 1.010000
1.430000 1.757668 1.010000
1.440000 1.760943 1.010000
1.450000 1.764218 1.010000
1.460000 1.767493 1.010000
1.470000 1.770768 1.010000
1.480000 1.774043 1.010000
1.490000 1.777377 1.010000
1.500000 1.780652 1.010000
1.510000 1.783987 1.010000
1.520000 1.787321 1.010000
1.530000 1.790656 1.010000
1.540000 1.793990 1.010000
1.550000 1.797325 1.010000
1.560000 1.800719 1.010000
1.570000 1.804113 1.010000
1.580000 1.807447 1.010000
1.590000 1.810901 1.010000
1.600000 1.814295 1.010000
1.610000 1.817689 1.010000
1.620000 1.821143 1.010000
1.630000 1.824596 1.010000
1.640000 1.828050 1.010000
1.650000 1.831563 1.010000
1.660000 1.835076 1.010000
1.670000 1.838589 1.010000
1.680000 1.842103 1.010000
1.690000 1.845675 1.010000
1.700000 1.849188 1.010000
1.710000 1.852821 1.010000
1.720000 1.856393 1.010000
1.730000 1.860026 1.010000
1.740000 1.863658 1.010000
1.750000 1.867350 1.010000
1.760000 1.870982 1.010000
1.770000 1.874733 1.010000
1.780000 1.878425 1.010000
1.790000 1.882176 1.010000
1.800000 1.885987 1.010000
1.810000 1.889739 1.010000
1.820000 1.893609 1.010000
1.830000 1.897420 1.010000
1.840000 1.901290 1.010000
1.850000 1.905220 1.010000
1.860000 1.909150 1.010000
1.870000 1.913080 1.010000
1.880000 1.917129 1.010000
1.890000 1.921119 1.010000
1.900000 1.925168 1.010000
1.910000 1.929276 1.010000
1.920000 1.933385 1.010000
1.930000 1.937553 1.010000
1.940000 1.941781 1.010000
1.950000 1.946009 1.010000
1.960000 1.950236 1.010000
1.970000 1.954583 1.010000
1.980000 1.958930 1.010000
1.990000 1.963336 1.010000
2.000000 1.967802 1.010000
2.010000 1.972268 1.010000
2.020000 1.976793 1.010000
2.030000 1.981378 1.010000
2.040000 1.986023 1.010000
2.050000 1.990727 1.010000
2.060000 1.995490 1.010000
2.070000 2.000314 1.010000
2.080000 2.005137 1.010000
2.090000 2.010079 1.010000
2.100000 2.015081 1.010000
2.110000 2.020142 1.010000
2.120000 2.025263 1.010000
2.130000 2.030443 1.010000
2.140000 2.035743 1.010000
2.150000 2.041102 1.010000
2.160000 2.046521 1.010000
2.170000 2.052058 1.010000
2.180000 2.057655 1.010000
2.190000 2.063372 1.010000
2.200000 2.069148 1.010000
2.210000 2.075043 1.010000
2.220000 2.081057 1.010000
2.230000 2.087130 1.010000
2.240000 2.093382 1.010000
2.250000 2.099694 1.010000
2.260000 2.106185 1.010000
2.270000 2.112794 1.010000
2.280000 2.119582 1.010000
2.290000 2.126489 1.010000
2.300000 2.133516 1.010000
2.310000 2.140780 1.010000
2.320000 2.148164 1.010000
2.330000 2.155786 1.010000
2.340000 2.163586 1.010000
2.350000 2.171565 1.010000
2.360000 2.179842 1.010000
2.370000 2.188297 1.010000
2.380000 2.197050 1.010000
2.390000 2.206101 1.010000
2.400000 2.215390 1.010000
2.410000 2.225036 1.010000
2.420000 2.235099 1.010000
2.430000 2.245460 1.010000
2.440000 2.256298 1.010000
2.450000 2.267611 1.010000
2.460000 2.279401 1.010000
2.470000 2.291786 1.010000
2.480000 2.304767 1.010000
2.490000 2.318462 1.010000
2.500000 2.332991 1.010000
2.510000 2.348414 1.010000
2.520000 2.364848 1.010000
2.530000 2.382533 1.010000
2.540000 2.401647 1.010000
2.550000 2.422368 1.010000
2.560000 2.445234 1.010000
2.570000 2.470600 1.010000
2.580000 2.499181 1.010000
2.590000 2.531931 1.010000
2.600000 2.570516 1.010000
2.610000 2.617378 1.010000
2.620000 2.677221 1.010000
2.630000 2.759631 1.010000
2.640000 2.885093 1.010000
2.650000 3.071468 1.010000
2.660000 3.258678 1.010000
2.670000 3.407064 1.010000
2.680000 3.527761 1.010000
2.690000 3.631132 1.010000
2.700000 3.722950 1.010000
2.710000 3.806492 1.010000
2.720000 3.883781 1.010000
2.730000 3.956188 1.010000
2.740000 4.024724 1.010000
2.750000 4.090045 1.010000
2.760000 4.152627 1.010000
2.770000 4.212946 1.010000
2.780000 4.271181 1.010000
2.790000 4.327748 1.010000
2.800000 4.382768 1.010000
2.810000 4.436358 1.010000
2.820000 4.488758 1.010000
2.830000 4.540026 1.010000
2.840000 4.590282 1.010000
2.850000 4.639645 1.010000
2.860000 4.688174 1.010000
2.870000 4.735870 1.010000
2.880000 4.782910 1.010000
2.890000 4.829236 1.010000
2.900000 4.875026 1.010000
2.910000 4.920161 1.010000
2.920000 4.964760 1.010000
2.930000 5.008883 1.010000
2.940000 5.052589 1.010000
2.950000 5.095759 1.010000
2.960000 5.138572 1.010000
2.970000 5.180968 1.010000
2.980000 5.222948 1.010000
2.990000 5.264629 1.010000
3.000000 5.305953 1.010000
3.010000 5.346980 1.010000
3.020000 5.387649 1.010000
3.030000 5.428080 1.010000
3.040000 5.468213 1.010000
3.050000 5.508108 1.010000
3.060000 5.547706 1.010000
3.070000 5.587065 1.010000
3.080000 5.626246 1.010000
3.090000 5.665188 1.010000
3.100000 5.703892 1.010000
3.110000 5.742358 1.010000
3.120000 5.780705 1.010000
3.130000 5.818814 1.010000
3.140000 5.856744 1.010000
3.150000 5.894496 1.010000
3.160000 5.932128 1.010000
3.170000 5.969522 1.010000
3.180000 6.006798 1.010000
3.190000 6.043954 1.010000
3.200000 6.080931 1.010000
3.210000 6.117730 1.010000
3.220000 6.154410 1.010000
3.230000 6.190970 1.010000
3.240000 6.227412 1.010000
3.250000 6.263734 1.010000
3.260000 6.299938 1.010000
3.270000 6.335962 1.010000
3.280000 6.371927 1.010000
3.290000 6.407774 1.010000
3.300000 6.443501 1.010000
3.310000 6.479168 1.010000
3.320000 6.514657 1.010000
3.330000 6.550086 1.010000
3.340000 6.585456 1.010000
3.350000 6.620647 1.010000
3.360000 6.655838 1.010000
3.370000 6.690910 1.010000
3.380000 6.725863 1.010000
3.390000 6.760756 1.010000
3.400000 6.795530 1.010000
3.410000 6.830305 1.010000
3.420000 6.864900 1.010000
3.430000 6.899496 1.010000
3.440000 6.933973 1.010000
3.450000 6.968390 1.010000
3.460000 7.002747 1.010000
3.470000 7.037045 1.010000
3.480000 7.071283 1.010000
3.490000 7.105403 1.010000
3.500000 7.139522 1.010000
3.510000 7.173522 1.010000
3.520000 7.207522 1.010000
3.530000 7.241403 1.010000
3.540000 7.275225 1.010000
3.550000 7.309046 1.010000
3.560000 7.342749 1.010000
3.570000 7.376451 1.010000
3.580000 7.410035 1.010000
3.590000 7.443618 1.010000
3.600000 7.477142 1.010000
3.610000 7.510606 1.010000
3.620000 7.544011 1.010000
3.630000 7.577356 1.010000
3.640000 7.610642 1.010000
3.650000 7.643927 1.010000
3.660000 7.677153 1.010000
3.670000 7.710320 1.010000
3.680000 7.743487 1.010000
3.690000 7.776534 1.010000
3.700000 7.809581 1.010000
3.710000 7.842629 1.010000
3.720000 7.875557 1.010000
3.730000 7.908486 1.010000
3.740000 7.941355 1.010000
3.750000 7.974223 1.010000
3.760000 8.007033 1.010000
3.770000 8.039782 1.010000
3.780000 8.072532 1.010000
3.790000 8.105222 1.010000
3.800000 8.137913 1.010000
3.810000 8.170543 1.010000
3.820000 8.203114 1.010000
3.830000 8.235685 1.010000
3.840000 8.268197 1.010000
3.850000 8.300649 1.010000
3.860000 8.333160 1.010000
3.870000 8.365553 1.010000
3.880000 8.397945 1.010000
3.890000 8.430338 1.010000
3.900000 8.462671 1.010000
3.910000 8.494944 1.010000
3.920000 8.527218 1.010000
3.930000 8.559491 1.010000
3.940000 8.591705 1.010000
3.950000 8.623919 1.010000
3.960000 8.656073 1.010000
3.970000 8.688227 1.010000
3.980000 8.720322 1.010000
3.990000 8.752417 1.010000
4.000000 8.784452 1.010000
# m h(m) T/T_c 
0.010000 1.029254 1.100000
0.020000 1.054382 1.100000
0.030000 1.076473 1.100000
0.040000 1.096421 1.100000
0.050000 1.114642 1.100000
0.060000 1.131433 1.100000
0.070000 1.147034 1.100000
0.080000 1.161742 1.100000
0.090000 1.175616 1.100000
0.100000 1.188716 1.100000
0.110000 1.201220 1.100000
0.120000 1.213189 1.100000
0.130000 1.224621 1.100000
0.140000 1.235637 1.100000
0.150000 1.246296 1.100000
0.160000 1.256537 1.100000
0.170000 1.266481 1.100000
0.180000 1.276128 1.100000
0.190000 1.285476 1.100000
0.200000 1.294587 1.100000
0.210000 1.303459 1.100000
0.220000 1.312152 1.100000
0.230000 1.320608 1.100000
0.240000 1.328884 1.100000
0.250000 1.336983 1.100000
0.260000 1.344902 1.100000
0.270000 1.352702 1.100000
0.280000 1.360384 1.100000
0.290000 1.367886 1.100000
0.300000 1.375270 1.100000
0.310000 1.382534 1.100000
0.320000 1.389680 1.100000
0.330000 1.396766 1.100000
0.340000 1.403732 1.100000
0.350000 1.410580 1.100000
0.360000 1.417368 1.100000
0.370000 1.424037 1.100000
0.380000 1.430647 1.100000
0.390000 1.437197 1.100000
0.400000 1.443628 1.100000
0.410000 1.450058 1.100000
0.420000 1.456370 1.100000
0.430000 1.462622 1.100000
0.440000 1.468815 1.100000
0.450000 1.475008 1.100000
0.460000 1.481081 1.100000
0.470000 1.487155 1.100000
0.480000 1.493169 1.100000
0.490000 1.499124 1.100000
0.500000 1.505018 1.100000
0.510000 1.510913 1.100000
0.520000 1.516749 1.100000
0.530000 1.522584 1.100000
0.540000 1.528360 1.100000
0.550000 1.534076 1.100000
0.560000 1.539793 1.100000
0.570000 1.545450 1.100000
0.580000 1.551106 1.100000
0.590000 1.556763 1.100000
0.600000 1.562360 1.100000
0.610000 1.567958 1.100000
0.620000 1.573495 1.100000
0.630000 1.579033 1.100000
0.640000 1.584571 1.100000
0.650000 1.590108 1.100000
0.660000 1.595586 1.100000
0.670000 1.601065 1.100000
0.680000 1.606543 1.100000
0.690000 1.611961 1.100000
0.700000 1.617439 1.100000
0.710000 1.622858 1.100000
0.720000 1.628277 1.100000
0.730000 1.633695 1.100000
0.740000 1.639114 1.100000
0.750000 1.644532 1.100000
0.760000 1.649951 1.100000
0.770000 1.655370 1.100000
0.780000 1.660788 1.100000
0.790000 1.666207 1.100000
0.800000 1.671566 1.100000
0.810000 1.676984 1.100000
0.820000 1.682403 1.100000
0.830000 1.687822 1.100000
0.840000 1.693240 1.100000
0.850000 1.698718 1.100000
0.860000 1.704137 1.100000
0.870000 1.709555 1.100000
0.880000 1.715034 1.100000
0.890000 1.720512 1.100000
0.900000 1.725990 1.100000
0.910000 1.731468 1.100000
0.920000 1.737006 1.100000
0.930000 1.742484 1.100000
0.940000 1.748022 1.100000
0.950000 1.753619 1.100000
0.960000 1.759156 1.100000
0.970000 1.764754 1.100000
0.980000 1.770351 1.100000
0.990000 1.776008 1.100000
1.000000 1.781664 1.100000
1.010000 1.787321 1.100000
1.020000 1.793038 1.100000
1.030000 1.798813 1.100000
1.040000 1.804530 1.100000
1.050000 1.810365 1.100000
1.060000 1.816141 1.100000
1.070000 1.822036 1.100000
1.080000 1.827871 1.100000
1.090000 1.833826 1.100000
1.100000 1.839780 1.100000
1.110000 1.845794 1.100000
1.120000 1.851808 1.100000
1.130000 1.857882 1.100000
1.140000 1.864015 1.100000
1.150000 1.870148 1.100000
1.160000 1.876341 1.100000
1.170000 1.882593 1.100000
1.180000 1.888905 1.100000
1.190000 1.895276 1.100000
1.200000 1.901648 1.100000
1.210000 1.908138 1.100000
1.220000 1.914628 1.100000
1.230000 1.921238 1.100000
1.240000 1.927847 1.100000
1.250000 1.934576 1.100000
1.260000 1.941305 1.100000
1.270000 1.948152 1.100000
1.280000 1.955059 1.100000
1.290000 1.962026 1.100000
1.300000 1.969053 1.100000
1.310000 1.976198 1.100000
1.320000 1.983403 1.100000
1.330000 1.990727 1.100000
1.340000 1.998051 1.100000
1.350000 2.005554 1.100000
1.360000 2.013116 1.100000
1.370000 2.020797 1.100000
1.380000 2.028538 1.100000
1.390000 2.036398 1.100000
1.400000 2.044377 1.100000
1.410000 2.052475 1.100000
1.420000 2.060692 1.100000
1.430000 2.069029 1.100000
1.440000 2.077484 1.100000
1.450000 2.086058 1.100000
1.460000 2.094812 1.100000
1.470000 2.103684 1.100000
1.480000 2.112675 1.100000
1.490000 2.121845 1.100000
1.500000 2.131194 1.100000
1.510000 2.140721 1.100000
1.520000 2.150367 1.100000
1.530000 2.160251 1.100000
1.540000 2.170315 1.100000
1.550000 2.180556 1.100000
1.560000 2.191036 1.100000
1.570000 2.201695 1.100000
1.580000 2.212591 1.100000
1.590000 2.223786 1.100000
1.600000 2.235159 1.100000
1.610000 2.246830 1.100000
1.620000 2.258798 1.100000
1.630000 2.271005 1.100000
1.640000 2.283510 1.100000
1.650000 2.296371 1.100000
1.660000 2.309590 1.100000
1.670000 2.323107 1.100000
1.680000 2.336981 1.100000
1.690000 2.351272 1.100000
1.700000 2.365979 1.100000
1.710000 2.381104 1.100000
1.720000 2.396645 1.100000
1.730000 2.412722 1.100000
1.740000 2.429276 1.100000
1.750000 2.446306 1.100000
1.760000 2.463931 1.100000
1.770000 2.482152 1.100000
1.780000 2.500968 1.100000
1.790000 2.520439 1.100000
1.800000 2.540565 1.100000
1.810000 2.561406 1.100000
1.820000 2.582961 1.100000
1.830000 2.605291 1.100000
1.840000 2.628513 1.100000
1.850000 2.652510 1.100000
1.860000 2.677400 1.100000
1.870000 2.703183 1.100000
1.880000 2.729918 1.100000
1.890000 2.757547 1.100000
1.900000 2.786248 1.100000
1.910000 2.815901 1.100000
1.920000 2.846507 1.100000
1.930000 2.878185 1.100000
1.940000 2.910816 1.100000
1.950000 2.944459 1.100000
1.960000 2.979054 1.100000
1.970000 3.014603 1.100000
1.980000 3.050985 1.100000
1.990000 3.088260 1.100000
2.000000 3.126309 1.100000
2.010000 3.165073 1.100000
2.020000 3.204492 1.100000
2.030000 3.244506 1.100000
2.040000 3.285056 1.100000
2.050000 3.326083 1.100000
2.060000 3.367466 1.100000
2.070000 3.409207 1.100000
2.080000 3.451246 1.100000
2.090000 3.493464 1.100000
2.100000 3.535919 1.100000
2.110000 3.578434 1.100000
2.120000 3.621068 1.100000
2.130000 3.663703 1.100000
2.140000 3.706396 1.100000
2.150000 3.749031 1.100000
2.160000 3.791605 1.100000
2.170000 3.834180 1.100000
2.180000 3.876636 1.100000
2.190000 3.918972 1.100000
2.200000 3.961249 1.100000
2.210000 4.003347 1.100000
2.220000 4.045386 1.100000
2.230000 4.087246 1.100000
2.240000 4.128928 1.100000
2.250000 4.170550 1.100000
2.260000 4.211933 1.100000
2.270000 4.253198 1.100000
2.280000 4.294344 1.100000
2.290000 4.335311 1.100000
2.300000 4.376158 1.100000
2.310000 4.416828 1.100000
2.320000 4.457318 1.100000
2.330000 4.497690 1.100000
2.340000 4.537942 1.100000
2.350000 4.578016 1.100000
2.360000 4.617911 1.100000
2.370000 4.657747 1.100000
2.380000 4.697404 1.100000
2.390000 4.736941 1.100000
2.400000 4.776301 1.100000
2.410000 4.815541 1.100000
2.420000 4.854721 1.100000
2.430000 4.893723 1.100000
2.440000 4.932606 1.100000
2.450000 4.971370 1.100000
2.460000 5.010015 1.100000
2.470000 5.048540 1.100000
2.480000 5.087006 1.100000
2.490000 5.125294 1.100000
2.500000 5.163522 1.100000
2.510000 5.201630 1.100000
2.520000 5.239620 1.100000
2.530000 5.277550 1.100000
2.540000 5.315361 1.100000
2.550000 5.353053 1.100000
2.560000 5.390686 1.100000
2.570000 5.428199 1.100000
2.580000 5.465653 1.100000
2.590000 5.503047 1.100000
2.600000 5.540322 1.100000
2.610000 5.577478 1.100000
2.620000 5.614575 1.100000
2.630000 5.651612 1.100000
2.640000 5.688589 1.100000
2.650000 5.725448 1.100000
2.660000 5.762246 1.100000
2.670000 5.798986 1.100000
2.680000 5.835665 1.100000
2.690000 5.872286 1.100000
2.700000 5.908787 1.100000
2.710000 5.945288 1.100000
2.720000 5.981670 1.100000
2.730000 6.017992 1.100000
2.740000 6.054255 1.100000
2.750000 6.090518 1.100000
2.760000 6.126662 1.100000
2.770000 6.162746 1.100000
2.780000 6.198771 1.100000
2.790000 6.234795 1.100000
2.800000 6.270701 1.100000
2.810000 6.306607 1.100000
2.820000 6.342393 1.100000
2.830000 6.378180 1.100000
2.840000 6.413907 1.100000
2.850000 6.449634 1.100000
2.860000 6.485242 1.100000
2.870000 6.520790 1.100000
2.880000 6.556338 1.100000
2.890000 6.591827 1.100000
2.900000 6.627316 1.100000
2.910000 6.662686 1.100000
2.920000 6.698055 1.100000
2.930000 6.733366 1.100000
2.940000 6.768676 1.100000
2.950000 6.803926 1.100000
2.960000 6.839117 1.100000
2.970000 6.874249 1.100000
2.980000 6.909380 1.100000
2.990000 6.944452 1.100000
3.000000 6.979524 1.100000
3.010000 7.014537 1.100000
3.020000 7.049490 1.100000
3.030000 7.084443 1.100000
3.040000 7.119336 1.100000
3.050000 7.154229 1.100000
3.060000 7.189063 1.100000
3.070000 7.223897 1.100000
3.080000 7.258671 1.100000
3.090000 7.293446 1.100000
3.100000 7.328160 1.100000
3.110000 7.362815 1.100000
3.120000 7.397471 1.100000
3.130000 7.432126 1.100000
3.140000 7.466721 1.100000
3.150000 7.501258 1.100000
3.160000 7.535794 1.100000
3.170000 7.570330 1.100000
3.180000 7.604806 1.100000
3.190000 7.639283 1.100000
3.200000 7.673700 1.100000
3.210000 7.708117 1.100000
3.220000 7.742534 1.100000
3.230000 7.776891 1.100000
3.240000 7.811189 1.100000
3.250000 7.845547 1.100000
3.260000 7.879845 1.100000
3.270000 7.914083 1.100000
3.280000 7.948321 1.100000
3.290000 7.982560 1.100000
3.300000 8.016738 1.100000
3.310000 8.050917 1.100000
3.320000 8.085096 1.100000
3.330000 8.119215 1.100000
3.340000 8.153335 1.100000
3.350000 8.187394 1.100000
3.360000 8.221514 1.100000
3.370000 8.255514 1.100000
3.380000 8.289574 1.100000
3.390000 8.323574 1.100000
3.400000 8.357574 1.100000
3.410000 8.391574 1.100000
3.420000 8.425515 1.100000
3.430000 8.459455 1.100000
3.440000 8.493396 1.100000
3.450000 8.527277 1.100000
3.460000 8.561158 1.100000
3.470000 8.595039 1.100000
3.480000 8.628861 1.100000
3.490000 8.662682 1.100000
3.500000 8.696504 1.100000
3.510000 8.730326 1.100000
3.520000 8.764088 1.100000
3.530000 8.797909 1.100000
3.540000 8.831612 1.100000
3.550000 8.865374 1.100000
3.560000 8.899076 1.100000
3.570000 8.932778 1.100000
3.580000 8.966481 1.100000
3.590000 9.000183 1.100000
3.600000 9.033826 1.100000
3.610000 9.067469 1.100000
3.620000 9.101112 1.100000
3.630000 9.134755 1.100000
3.640000 9.168338 1.100000
3.650000 9.201922 1.100000
3.660000 9.235505 1.100000
3.670000 9.269088 1.100000
3.680000 9.302672 1.100000
3.690000 9.336196 1.100000
3.700000 9.369720 1.100000
3.710000 9.403243 1.100000
3.720000 9.436708 1.100000
3.730000 9.470231 1.100000
3.740000 9.503696 1.100000
3.750000 9.537160 1.100000
3.760000 9.570624 1.100000
3.770000 9.604089 1.100000
3.780000 9.637493 1.100000
3.790000 9.670898 1.100000
3.800000 9.704303 1.100000
3.810000 9.737707 1.100000
3.820000 9.771112 1.100000
3.830000 9.804517 1.100000
3.840000 9.837862 1.100000
3.850000 9.871207 1.100000
3.860000 9.904553 1.100000
3.870000 9.937898 1.100000
3.880000 9.971243 1.100000
3.890000 10.004529 1.100000
3.900000 10.037814 1.100000
3.910000 10.071100 1.100000
3.920000 10.104385 1.100000
3.930000 10.137671 1.100000
3.940000 10.170957 1.100000
3.950000 10.204183 1.100000
3.960000 10.237469 1.100000
3.970000 10.270695 1.100000
3.980000 10.303921 1.100000
3.990000 10.337147 1.100000
4.000000 10.370313 1.100000
# m h(m) T/T_c 
0.010000 1.027944 1.050000
0.020000 1.051822 1.050000
0.030000 1.072901 1.050000
0.040000 1.091836 1.050000
0.050000 1.109104 1.050000
0.060000 1.125002 1.050000
0.070000 1.139770 1.050000
0.080000 1.153584 1.050000
0.090000 1.166624 1.050000
0.100000 1.178891 1.050000
0.110000 1.190621 1.050000
0.120000 1.201756 1.050000
0.130000 1.212474 1.050000
0.140000 1.222716 1.050000
0.150000 1.232541 1.050000
0.160000 1.242068 1.050000
0.170000 1.251238 1.050000
0.180000 1.260110 1.050000
0.190000 1.268744 1.050000
0.200000 1.277080 1.050000
0.210000 1.285178 1.050000
0.220000 1.293098 1.050000
0.230000 1.300839 1.050000
0.240000 1.308341 1.050000
0.250000 1.315725 1.050000
0.260000 1.322930 1.050000
0.270000 1.329956 1.050000
0.280000 1.336863 1.050000
0.290000 1.343592 1.050000
0.300000 1.350261 1.050000
0.310000 1.356751 1.050000
0.320000 1.363123 1.050000
0.330000 1.369435 1.050000
0.340000 1.375627 1.050000
0.350000 1.381701 1.050000
0.360000 1.387715 1.050000
0.370000 1.393610 1.050000
0.380000 1.399445 1.050000
0.390000 1.405162 1.050000
0.400000 1.410878 1.050000
0.410000 1.416475 1.050000
0.420000 1.422013 1.050000
0.430000 1.427431 1.050000
0.440000 1.432850 1.050000
0.450000 1.438209 1.050000
