437	  184.52    453.40  
438	  183.44    452.35  
439	  182.30    452.26  
440	  184.47    453.29  
441	  183.60    454.02  
442	  183.78    453.66  
443	  183.88    452.05  
444	  183.15    452.45  
445	  182.76    451.75  
446	  184.76    452.06  
447	  182.23    452.48  
448	  184.16    452.93  
449	  184.82    454.73  
450	  185.38    453.38  
451	  185.59    454.42  
452	  185.33    452.47  
453	  183.88    452.60  
454	  182.70    454.43  
455	  182.37    454.20  
456	  181.27    452.26  
457	  181.58    452.65  
458	  181.73    451.48  
459	  181.92    451.38  
460	  183.39    452.37  
461	  182.77    452.67  
462	  182.85    452.67  
463	  182.65    452.07  
464	  183.50    452.32  
465	  181.80    452.84  
466	  182.16    452.56  
467	  182.28    451.73  
468	  181.88    450.85  
469	  180.48    452.24  
470	  182.62    451.90  
471	  183.63    452.29  
472	  184.69    452.24  
473	  186.87    451.74  
474	  187.89    455.82  
475	  184.54    453.04  
476	  183.74    452.08  
477	  186.63    452.07  
478	  184.23    453.31  
479	  183.39    453.09  
480	  183.48    452.40  
481	  184.13    452.13  
482	  182.88    451.67  
483	  180.52    452.06  
484	  180.55    452.79  
485	  180.21    452.64  
486	  180.74    452.84  
487	  184.07    452.63  
488	  183.31    451.16  
489	  183.94    452.10  
490	  183.49    450.76  
491	  185.17    450.03  
492	  185.57    451.46  
493	  184.20    453.34  
494	  183.86    453.91  
495	  182.72    451.69  
496	  182.62    451.19  
497	  182.14    450.88  
498	  182.41    450.43  
499	  183.05    450.63  
500	  184.08    451.73  
501	  182.90    452.39  
502	  183.62    452.71  
503	  185.63    450.89  
504	  185.42    452.50  
505	  184.23    452.39  
506	  184.13    451.05  
507	  183.32    451.50  
508	  183.60    451.17  
509	  183.67    451.95  
510	  183.16    452.93  
511	  185.00    452.64  
512	  183.32    451.33  
513	  182.66    452.21  
514	  182.46    452.08  
515	  181.96    452.80  
516	  185.41    453.00  
517	  184.57    453.41  
518	  184.75    454.64  
519	  184.98    452.31  
520	  185.50    451.07  
521	  186.05    450.82  
522	  185.63    450.71  
523	  185.18    452.98  
524	  185.70    453.73  
525	  188.59    452.87  
526	  189.47    453.27  
527	  189.04    453.23  
528	  187.94    453.09  
529	  188.37    452.35  
530	  186.03    452.66  
531	  185.26    451.53  
532	  183.90    449.74  
533	  182.73    449.22  
534	  182.98    451.02  
535	  182.43    452.06  
536	  181.99    451.55  
537	  182.38    450.35  
538	  181.20    452.71  
539	  182.24    452.53  
540	  184.96    453.25  
541	  186.36    453.54  
542	  186.25    454.19  
543	  184.32    454.28  
544	  184.27    453.31  
545	  184.69    452.29  
546	  185.26    452.11  
547	  182.68    452.30  
548	  183.20    453.22  
549	  182.53    452.81  
550	  183.78    452.27  
551	  183.57    453.04  
552	  183.07    452.73  
553	  183.05    454.13  
554	  182.59    452.97  
555	  183.64    452.73  
556	  183.67    452.23  
557	  185.68    452.11  
558	  184.60    451.43  
559	  184.49    453.01  
560	  186.37    452.28  
561	  185.41    452.83  
562	  185.13    453.21  
563	  185.14    454.23  
564	  184.73    453.10  
565	  185.42    451.40  
566	  185.08    453.89  
567	  184.35    452.43  
568	  185.65    452.19  
569	  184.21    451.30  
570	  183.80    452.77  
571	  181.88    452.85  
572	  180.96    451.98  
573	  182.83    452.24  
574	  182.26    451.93  
575	  183.72    451.33  
576	  184.78    450.80  
577	  184.12    451.22  
578	  183.28    451.11  
579	  183.25    449.70  
580	  182.69    448.47  
581	  184.36    449.78  
582	  184.33    451.37  
583	  182.52    451.89  
584	  183.96    450.44  
585	  185.78    449.42  
586	  186.30    451.57  
587	  186.43    452.22  
588	  183.79    450.52  
589	  183.67    450.79  
